Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,28,79,49,62,73.61947701907326,220.85843105721978,147.9287080011799,0.6697897259029911,72.80471150061022,139.6010585781645,142.72817469835405,True,50.138024,2,11540
2,40,91,55,82,78.33334369652312,235.00003108956935,137.4242696673541,0.5847840488794462,75.74294192120519,134.70745121843032,127.82259232631144,True,44.364229,0,11560
3,29,68,45,53,74.54351837181052,223.63055511543155,146.99811144205614,0.6573257011600226,73.97782965113568,135.48537646382962,145.17491275728943,True,43.605796,0,11560
4,25,64,43,49,77.59900018047394,232.79700054142182,150.37609094572997,0.6459537304862026,71.08692854769987,143.26448354899577,143.89052694262764,True,59.100411,1,11610
5,21,72,45,53,74.80194070004009,224.40582210012028,153.96905544526658,0.6861188092373653,63.925677980809496,142.79917109568453,151.03290125742495,True,52.562123,0,11680
6,18,66,35,53,65.64848278645027,196.94544835935082,156.54112871273432,0.7948451209042723,76.13318623634706,146.23261621311445,152.51393288666162,True,56.271437,1,11610
7,31,87,66,64,71.54323287977218,214.62969863931653,145.40842453753677,0.6774851078829237,70.44433409392205,140.20030155193461,137.2506736334634,True,53.991175,6,11860
8,26,82,46,66,68.16837129852021,204.50511389556064,149.9146097983195,0.7330604450061814,65.63704920845139,142.6496931059193,143.1550208904079,True,53.089019,0,11560
9,31,100,63,77,71.90736240464362,215.72208721393088,145.35962263787337,0.6738281856772539,66.59087270311164,137.21508270833118,140.17262888195677,True,52.621967,11,12110
10,25,67,46,50,72.9400813845347,218.82024415360408,150.6292976808939,0.6883700283926082,73.68606678010462,139.78562384587437,147.5242412177191,True,51.095382,0,11560
11,26,75,42,64,66.46619412255178,199.39858236765537,149.65868914886462,0.7505504170181146,69.56937945766563,144.34764429373232,141.27842761247575,True,54.641166,0,11680
12,36,74,51,57,74.87487253936574,224.6246176180972,141.08729934177674,0.6281025688005883,65.37432962040617,132.2983181730468,136.93742984308764,True,45.346623,0,11560
13,37,78,45,60,77.20160978501512,231.60482935504535,140.21271109679606,0.6053963187522869,75.21193973707068,131.5909269878741,135.9753125313911,True,47.503275,6,11740
14,26,72,43,59,71.20952963188584,213.62858889565751,149.62594374696386,0.7004022472855708,68.78569069738181,145.18201245612354,140.42491203246854,True,53.239298,0,11560
15,18,66,44,51,76.98268768601667,230.94806305805002,156.43772023902824,0.6773718652046317,74.43410661910589,146.4476414534057,152.23769463201972,True,57.269347,3,11830
16,25,78,50,62,70.57984112156538,211.73952336469614,150.50096137729773,0.710783508840141,72.1860796007221,136.79399884087155,150.4500942366141,True,53.021923,0,11560
17,41,86,61,64,73.02568666900696,219.07706000702086,136.75132851603814,0.6242156459085931,69.33372920592295,134.46240357328793,126.51484927633587,True,41.322696,0,11560
18,31,94,58,71,66.12278543228877,198.3683562968663,145.49989886783,0.7334834122942648,59.86498970833721,138.75794410794953,138.76489086342158,True,56.190631,9,11890
19,25,78,50,62,70.41634485329833,211.249034559895,150.42671046882896,0.7120823571204478,75.30489819329817,145.13033691388296,142.06407721268346,True,52.398965,0,11680
20,14,61,35,47,64.65010718482226,193.95032155446677,160.01718938405142,0.8250421453367586,59.88853899703248,155.25424248811842,150.09229526357356,True,59.943354,0,11680
