Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,116,125,120,62,53.35609916476315,160.06829749428945,72.35906218375763,0.4520511763820009,56.81761589246753,67.33050620999508,70.59808290981478,True,4.4119,20,1100
2,120,124,109,72,66.03756659696691,198.11269979090073,68.8220098921861,0.3473881783693055,67.29708962660887,63.65473299471507,67.69262464997392,True,4.510836,20,1100
3,128,132,123,76,60.35093993448284,181.05281980344853,62.04958891738259,0.3427153964502945,65.66372568679132,58.635004652305064,59.572448895475546,True,4.678831,20,1100
4,120,121,114,52,50.83210026074208,152.49630078222623,68.88929065226824,0.45174401148685067,59.42849638715373,63.122966719938084,68.23366963671911,True,4.341984,20,1100
5,129,118,114,46,54.474054392753274,163.42216317825984,61.324738438811444,0.37525349833926025,57.634538661601404,60.271043854211946,56.44738330388624,True,4.428617,20,1100
6,117,115,109,57,61.78099459191011,185.34298377573032,71.26492247837159,0.38450294166303023,65.66225504736867,68.69927424843837,67.42843708986749,True,4.302184,20,1100
7,126,130,121,66,57.55005597849426,172.65016793548278,63.72752228866886,0.3691135841378564,62.250246609909865,62.04446946274552,59.462326390912764,True,4.524472,20,1100
8,124,123,117,57,55.02914246467122,165.08742739401364,65.30232111081504,0.39556204940403,58.823468977148764,62.225944370346994,62.47273182557566,True,4.668458,20,1100
9,119,122,114,69,56.088828632880066,168.2664858986402,69.46310808761126,0.4128160620734316,60.11212159706299,59.774826268868416,73.0375016455499,True,4.399301,20,1100
10,116,123,115,51,56.12588657821157,168.3776597346347,72.42930568680669,0.4301598311851832,60.42803986318465,65.82126961733933,72.20761934364099,True,4.478492,20,1100
11,123,128,124,46,58.73054652442821,176.19163957328465,66.13154401651806,0.37533871741406605,61.24342961989959,65.8149510520475,60.579197572155834,True,4.623754,20,1100
12,124,130,118,55,69.09730577291943,207.2919173187583,64.87255416699506,0.312952646712408,68.5841996455973,65.89688397199475,58.54029522692853,True,4.410782,20,1100
13,119,124,116,69,54.790926196485856,164.37277858945757,69.40558505555016,0.42224500705740126,60.86540859853754,69.41961325329294,63.41587940506986,True,4.280168,20,1100
14,117,117,109,55,57.98450581989411,173.95351745968233,71.2904663830014,0.4098248050633675,61.20349183953403,69.98651183552461,66.22555678538048,True,4.449685,20,1100
15,120,115,110,49,52.323392103529045,156.97017631058714,68.96269240131238,0.43933627407578485,55.286779425802735,63.78355114767852,67.63935014229098,True,4.207437,20,1100
16,116,125,118,55,48.28663660782112,144.85990982346337,72.03340834010268,0.4972625513013762,54.371231317084,70.30053484233649,67.45601178057872,True,4.406443,20,1100
17,118,119,108,53,61.265408730152615,183.79622619045784,70.60355663303243,0.3841404042750577,67.0929647773467,64.81737557568599,69.85210739853773,True,4.507347,20,1100
18,115,126,115,61,54.19107112373174,162.5732133711952,73.33744080005393,0.4511040858410435,59.371398786771884,71.22437223137436,68.42437053355766,True,4.179318,20,1100
19,124,122,118,60,58.44662353702497,175.3398706110749,65.53533516460882,0.373761740191848,65.94992733538894,61.23860966211345,63.61443650738258,True,4.451787,20,1100
20,123,129,126,60,56.09920615477025,168.29761846431074,66.26820609199656,0.39375605369038197,62.5426133424064,62.64864688012625,63.80885464022144,True,4.125806,20,1100
