Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,18,3,15,26.059203373398915,65.66919250096527,49.946421052376785,0.76057614156962,26.022292194555966,20.143596785108333,19.762353049782003,False,61.282584,6,400
2,0,24,3,21,27.50707303577301,69.31782405014799,49.94642105237681,0.7205422521088236,27.737100727927665,19.983029513344416,19.9229203215459,False,34.390089,5,350
3,0,15,3,13,26.128265541604993,65.84322916484459,49.946421052376785,0.7585657885540716,26.338440347518677,19.926707040250882,19.97924279463943,False,35.127311,5,350
4,0,23,3,20,25.759779129343247,64.91464340594499,49.94642105237676,0.7694168593060867,26.024374468308853,19.90440534524195,20.001544489648385,False,38.188205,5,350
5,0,16,3,13,26.607388648744443,67.05061939483599,49.94642105237675,0.7449061843599233,26.553486557558998,20.03892441567785,19.867025419212496,False,38.547301,5,350
6,0,17,3,15,26.358964222310362,66.42458984022211,49.9464210523768,0.7519266761378287,26.649612938308604,20.1864308301437,19.719519004746644,False,77.257639,7,450
7,0,27,3,25,26.132026144104024,65.85270588314214,49.94642105237685,0.758456625017178,26.87642540998862,19.78833245023086,20.117617384659457,False,93.168988,7,450
8,0,22,3,20,26.59057445769725,67.00824763339708,49.94642105237679,0.7453772157366995,26.50322567547869,20.067846703044957,19.83810313184536,False,79.5375,6,400
9,0,21,3,18,26.662894563939155,67.19049430112668,49.94642105237675,0.7433554637733812,26.30508729871301,20.025584742031796,19.880365092858515,False,58.693888,5,350
10,0,19,4,15,26.059453751369652,65.66982345345153,49.94642105237683,0.7605688339908534,26.170665512686373,20.14736229806292,19.758587536827406,False,103.536747,7,450
11,0,16,3,14,27.390529303592377,69.02413384505279,49.94642105237678,0.7236080812618066,27.366045101509055,19.99015700167727,19.91579283321305,False,78.053409,6,400
12,0,26,3,23,26.15241967077864,65.90409757036218,49.94642105237679,0.7578651843165252,26.56962081861335,19.91970128863338,19.986248546256952,False,75.648254,6,400
13,0,26,3,23,27.05626873859693,68.18179722126426,49.94642105237683,0.7325477339690856,26.118740654832997,20.344389323368016,19.56156051152231,False,58.258979,5,350
14,0,18,3,15,26.19189874552561,66.00358483872454,49.946421052376785,0.7567228533786099,26.167776475636792,20.039146683358098,19.86680315153225,False,58.043215,5,350
15,0,24,3,21,27.49896412675081,69.29738959941204,49.946421052376785,0.7207547259875509,27.14109379885216,20.218522984498286,19.68742685039205,False,55.55595,5,350
16,0,20,3,17,26.480826739553088,66.73168338367378,49.946421052376806,0.7484663733898317,26.111599901639813,20.088107933625384,19.81784190126494,False,75.021398,6,400
17,0,23,3,21,25.834919894166134,65.10399813329866,49.94642105237675,0.7671790133397463,26.526937430916064,19.804504583813408,20.10144525107692,False,76.258389,6,400
18,0,18,3,15,25.701509901625773,64.76780495209695,49.946421052376785,0.7711612442218438,26.20798217320918,19.81142362747364,20.094526207416674,False,121.955158,8,500
19,0,18,3,15,25.927568014757888,65.33747139718987,49.94642105237679,0.7644376187861619,26.449424874587564,19.773231285583986,20.13271854930636,False,123.543039,8,500
20,0,28,3,26,26.575545982014134,66.97037587467563,49.946421052376806,0.7457987266764572,26.888580322557175,19.844835564902006,20.0611142699883,False,61.666575,5,350
