Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,25,3,22,24.84684104898762,62.6140394434488,49.946421052376785,0.7976872518740299,24.87120823001176,20.139588112882354,19.766361722007986,False,68.757857,6,400
2,0,18,3,15,24.637963407775906,62.08766778759529,49.946421052376785,0.8044499468597491,25.042655022362055,19.783176311288162,20.12277352360216,False,39.00309,5,350
3,0,19,3,16,24.80328702836411,62.50428331147756,49.94642105237675,0.7990879729550499,25.009403040292263,19.97564755600664,19.930302278883673,False,46.060607,5,350
4,0,29,3,27,25.100811694610773,63.25404547041915,49.946421052376785,0.7896162321465163,24.952335992324052,19.941757311096797,19.96419252379351,False,77.509324,6,400
5,0,21,3,18,24.5014276885191,61.74359777506813,49.946421052376806,0.8089327938798055,25.147890544788048,19.58190358059137,20.324046254298953,False,67.356543,5,350
6,0,19,3,17,24.603955944816676,62.001968980938024,49.94642105237683,0.8055618534910146,24.744422299832458,20.159327053684112,19.74662278120621,False,86.77665,6,400
7,0,19,3,16,24.342109939883485,61.34211704850638,49.94642105237679,0.8142272137898595,25.113374709034098,19.647867915698054,20.25808191919227,False,64.978128,5,350
8,0,18,3,15,25.059621569194466,63.150246354370054,49.946421052376834,0.790914112545192,24.846806022510258,20.25267131124463,19.65327852364569,False,64.938649,5,350
9,0,23,3,20,24.55518267517432,61.879060341439285,49.946421052376806,0.8071619183740028,24.688702677788505,20.027225438795167,19.878724396095155,False,91.219665,6,400
10,0,24,3,21,24.678589226019344,62.19004484956875,49.946421052376756,0.8031256638131063,25.37003141349817,19.770263265924495,20.13568656896585,False,88.294055,6,400
11,0,21,3,18,24.64719825689389,62.11093960737261,49.946421052376785,0.8041485343501085,24.913427075682375,19.93365592904139,19.972293905848996,False,66.701272,5,350
12,0,13,3,10,24.659290949665095,62.14141319315604,49.94642105237683,0.8037541871976238,25.035432316932855,20.01500668540792,19.890943149482407,False,67.028299,5,350
13,0,26,3,23,25.07986731926553,63.20126564454914,49.94642105237678,0.7902756462707715,25.05423786556995,19.960267575011752,19.945682259878552,False,89.793215,6,400
14,0,22,3,19,24.74396051339568,62.35478049375712,49.94642105237683,0.8010038790430415,24.80552437724171,20.14895555677718,19.756994278113147,False,92.084375,6,400
15,0,14,3,11,24.897929815593894,62.74278313529661,49.946421052376834,0.7960504548335687,25.234379936224045,19.806911043786037,20.099038791104284,False,43.870685,4,300
16,0,18,3,15,24.744972366621457,62.35733036388607,49.946421052376806,0.8009711249810498,24.86516847269085,19.9568699425569,19.949079892333433,False,111.050482,7,450
17,0,17,3,14,24.88262184408365,62.704207047090804,49.94642105237683,0.7965401909136194,25.37737690744423,19.796265442920085,20.10968439197026,False,92.310377,6,400
18,0,12,3,9,25.147198209874382,63.370939488883444,49.946421052376785,0.7881597062505031,25.17917878607756,19.952598947344338,19.953350887545987,False,89.32325,6,400
19,0,16,3,13,24.98931579929629,62.97307581422665,49.946421052376806,0.7931392965419214,24.73334085419531,20.184175952016552,19.721773882873762,False,68.247162,5,350
20,0,19,3,17,24.88261893147329,62.70419970731269,49.94642105237686,0.7965402841518446,25.56743882605738,19.75426973188432,20.15168010300602,False,93.500916,6,400
